miRNA,SRR5896100,SRR5914587,SRR5914588,SRR5914589,SRR5914590,SRR5914591,SRR5914592,SRR5914593,SRR5914594,SRR5914595,SRR5914596,SRR5914597,SRR5914598,SRR5914599,SRR5914600,SRR5914601,SRR5914602,SRR5914603,SRR5914604,SRR5914605,SRR5914606,SRR5914607,SRR5914608,SRR5914609,SRR5914610,SRR5914611,SRR5914612,SRR5914613,SRR5914614,SRR5914615,SRR5914616,SRR5914617,SRR5914618,SRR5914619,SRR5914620,SRR5914621,SRR5914622,SRR5914623,SRR5914624,SRR5914625,SRR5914626,SRR5914627,SRR5914628,SRR5914629,SRR5914630,SRR5914631,SRR5914632,SRR5914633,SRR5914634,SRR5914635,SRR5914636,SRR5914637,SRR5914638,SRR5914639,SRR5914640,SRR5914641,SRR5914642,SRR5914643,SRR5914644,SRR5914645,SRR5914646,SRR5914647,SRR5914648,SRR5914649,SRR5914650,SRR5914652,SRR5914653,SRR5914654,SRR5914655,SRR5914656,SRR5914657,SRR5914658,SRR5914659,SRR5914660,SRR5914661,SRR5914662,SRR5914663,SRR5914664,SRR5914665,SRR5914666,SRR5914667,SRR5914668,SRR5914669,SRR5914670,SRR5914671,SRR5914672,SRR5914673
Hsa-Mir-5586_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5586_5p chr14 segs:1-30 cds:-:59646994-59647023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-561_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-561_3p* chr2 segs:1-30 cds:+:188297550-188297579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-561_5p,26.0,75.0,33.0,8.0,22.0,94.0,0.0,34.0,24.0,11.0,41.0,19.0,92.0,25.0,71.0,36.0,315.0,79.0,67.0,17.0,19.0,9.0,29.0,66.0,29.0,40.0,37.0,119.0,192.0,27.0,9.0,112.0,157.0,41.0,3.0,3.0,38.0,34.0,43.0,83.0,575.0,55.0,45.0,8.0,42.0,49.0,37.0,49.0,76.0,134.0,3.0,9.0,22.0,41.0,79.0,44.0,57.0,60.0,83.0,23.0,11.0,142.0,46.0,63.0,52.0,23.0,38.0,37.0,52.0,22.0,38.0,19.0,80.0,24.0,49.0,31.0,32.0,49.0,105.0,51.0,14.0,61.0,178.0,143.0,21.0,20.0,12.0
Hsa-Mir-561_5p chr2 segs:1-30 cds:+:188297515-188297544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5683_3p* chr6 segs:1-29 cds:+:6169380-6169408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5683_5p,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,10.0,4.0,4.0,4.0,0.0,3.0,46.0,37.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,9.0,5.0,5.0,12.0,3.0,0.0,6.0,5.0,0.0,0.0,4.0,90.0,0.0,6.0,17.0,6.0,0.0,0.0,0.0,13.0,19.0,46.0,0.0,3.0,4.0,24.0,16.0,8.0,0.0,0.0,8.0,0.0,5.0,3.0,0.0,3.0,0.0,4.0,7.0,9.0,5.0,0.0,0.0,5.0,5.0,2.0,0.0,6.0,30.0,0.0,14.0,0.0,0.0,205.0,18.0,57.0,7.0,25.0,0.0,26.0,0.0
Hsa-Mir-5683_5p chr6 segs:1-32 cds:+:6169341-6169372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_3p chr5 segs:1-30 cds:-:55508853-55508882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_5p chr5 segs:1-30 cds:-:55508889-55508918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-574_3p,501.0,307.0,1769.0,100.0,504.0,871.0,0.0,316.0,519.0,148.0,390.0,266.0,184.0,150.0,690.0,456.0,1150.0,501.0,319.0,347.0,345.0,180.0,937.0,1022.0,629.0,495.0,521.0,563.0,1015.0,418.0,443.0,1464.0,1017.0,640.0,200.0,162.0,464.0,535.0,447.0,1918.0,487.0,418.0,156.0,240.0,367.0,621.0,572.0,363.0,202.0,845.0,425.0,519.0,531.0,478.0,567.0,215.0,344.0,340.0,531.0,409.0,327.0,812.0,785.0,786.0,1095.0,296.0,661.0,331.0,401.0,234.0,622.0,775.0,645.0,633.0,646.0,358.0,458.0,316.0,515.0,849.0,627.0,601.0,636.0,341.0,429.0,766.0,202.0
Hsa-Mir-574_3p chr4 segs:1-30 cds:+:38868090-38868119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-574_5p*,161.0,89.0,415.0,33.0,196.0,192.0,0.0,75.0,152.0,45.0,85.0,133.0,41.0,53.0,160.0,126.0,264.0,177.0,114.0,190.0,95.0,51.0,236.0,220.0,185.0,114.0,128.0,121.0,212.0,144.0,82.0,244.0,293.0,186.0,96.0,73.0,129.0,118.0,137.0,343.0,167.0,102.0,70.0,86.0,79.0,197.0,152.0,112.0,61.0,190.0,107.0,203.0,108.0,153.0,155.0,54.0,98.0,126.0,180.0,105.0,97.0,378.0,161.0,224.0,288.0,94.0,156.0,86.0,113.0,86.0,117.0,224.0,129.0,192.0,185.0,77.0,105.0,147.0,155.0,170.0,187.0,114.0,395.0,101.0,83.0,152.0,48.0
Hsa-Mir-574_5p* chr4 segs:1-32 cds:+:38868054-38868085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-576_3p*,12.0,8.0,11.0,9.0,12.0,5.0,0.0,15.0,9.0,3.0,4.0,3.0,3.0,3.0,14.0,5.0,17.0,4.0,3.0,10.0,7.0,5.0,21.0,18.0,12.0,8.0,8.0,6.0,10.0,9.0,17.0,12.0,15.0,13.0,6.0,6.0,11.0,9.0,13.0,9.0,7.0,4.0,9.0,3.0,6.0,8.0,11.0,8.0,0.0,17.0,4.0,0.0,7.0,11.0,9.0,0.0,8.0,10.0,16.0,11.0,13.0,11.0,15.0,7.0,23.0,2.0,18.0,8.0,6.0,18.0,5.0,11.0,12.0,11.0,11.0,5.0,12.0,11.0,9.0,11.0,14.0,0.0,8.0,11.0,11.0,4.0,0.0
Hsa-Mir-576_3p* chr4 segs:1-31 cds:+:109488750-109488780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-576_5p,32.0,34.0,39.0,25.0,39.0,36.0,0.0,48.0,57.0,16.0,29.0,20.0,10.0,16.0,39.0,52.0,43.0,36.0,62.0,49.0,53.0,17.0,82.0,67.0,32.0,55.0,40.0,23.0,51.0,64.0,57.0,68.0,78.0,107.0,30.0,24.0,75.0,44.0,77.0,57.0,33.0,31.0,30.0,29.0,15.0,41.0,48.0,55.0,5.0,53.0,15.0,30.0,19.0,24.0,24.0,7.0,35.0,59.0,64.0,36.0,63.0,46.0,41.0,33.0,85.0,24.0,37.0,41.0,26.0,46.0,47.0,55.0,56.0,34.0,43.0,22.0,35.0,21.0,32.0,47.0,77.0,29.0,38.0,45.0,27.0,19.0,10.0
Hsa-Mir-576_5p chr4 segs:1-31 cds:+:109488711-109488741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-577_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-577_3p* chr4 segs:1-30 cds:+:114656808-114656837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-577_5p,87.0,260.0,131.0,107.0,274.0,409.0,0.0,154.0,186.0,95.0,143.0,206.0,91.0,52.0,355.0,241.0,482.0,104.0,229.0,383.0,166.0,83.0,538.0,460.0,198.0,261.0,76.0,234.0,255.0,280.0,203.0,333.0,626.0,382.0,81.0,54.0,977.0,130.0,1002.0,183.0,75.0,174.0,163.0,77.0,154.0,426.0,283.0,105.0,79.0,672.0,86.0,216.0,143.0,320.0,66.0,27.0,624.0,389.0,362.0,93.0,608.0,477.0,233.0,36.0,436.0,80.0,254.0,121.0,139.0,394.0,256.0,370.0,155.0,458.0,232.0,12.0,161.0,207.0,305.0,141.0,391.0,104.0,631.0,202.0,199.0,85.0,35.0
Hsa-Mir-577_5p chr4 segs:1-30 cds:+:114656771-114656800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_3p* chr5 segs:1-31 cds:-:32394386-32394416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_5p chr5 segs:1-31 cds:-:32394423-32394453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_3p,7.0,4.0,0.0,0.0,4.0,16.0,0.0,7.0,8.0,0.0,6.0,0.0,0.0,10.0,6.0,5.0,0.0,9.0,9.0,6.0,2.0,0.0,7.0,9.0,11.0,4.0,7.0,6.0,4.0,0.0,10.0,10.0,25.0,14.0,6.0,5.0,16.0,9.0,16.0,8.0,9.0,7.0,0.0,10.0,0.0,3.0,8.0,10.0,0.0,13.0,0.0,6.0,0.0,6.0,9.0,6.0,8.0,0.0,7.0,6.0,7.0,9.0,12.0,3.0,10.0,0.0,10.0,13.0,0.0,3.0,7.0,7.0,11.0,12.0,6.0,7.0,9.0,7.0,8.0,11.0,9.0,0.0,4.0,11.0,5.0,4.0,3.0
Hsa-Mir-580_3p chr5 segs:1-30 cds:-:36147901-36147930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_5p* chr5 segs:1-30 cds:-:36147940-36147969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-582_3p,142.0,99.0,304.0,30.0,210.0,131.0,0.0,165.0,99.0,16.0,102.0,223.0,101.0,23.0,157.0,105.0,119.0,86.0,222.0,54.0,63.0,31.0,193.0,143.0,123.0,71.0,153.0,160.0,265.0,162.0,349.0,160.0,175.0,156.0,112.0,63.0,257.0,110.0,135.0,173.0,226.0,214.0,61.0,80.0,60.0,206.0,79.0,107.0,27.0,269.0,95.0,290.0,112.0,353.0,162.0,28.0,206.0,109.0,109.0,58.0,137.0,182.0,155.0,211.0,139.0,140.0,107.0,86.0,106.0,146.0,183.0,76.0,104.0,135.0,77.0,159.0,115.0,296.0,247.0,220.0,232.0,189.0,175.0,280.0,133.0,139.0,45.0
Hsa-Mir-582_3p chr5 segs:1-31 cds:-:59703623-59703653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
