miRNA,COMET-0122M2_S39_R1_001,COMET-0128M1_S30_R1_001,COMET-0138M1_S31_R1_001,COMET-0145M1_S32_R1_001,COMET-0182M1_S33_R1_001,COMET-0186M1_S34_R1_001,COMET-0190M1_S35_R1_001,COMET-0227M1_S36_R1_001,COMET-0242M1_S37_R1_001,COMET-0243M1_S40_R1_001,COMET-0252M1_S38_R1_001,Lme-0003M1-1_S13_R1_001,Lme-0009M1-1_S14_R1_001,Lme-0012M1-1_S17_R1_001,Lme-0013M1-1_S18_R1_001,Lme-0017M1-1_S15_R1_001,Lme-0026M1-1_S16_R1_001,Lme-0027M1-1_S1_R1_001,Lme-0033M1-2_S2_R1_001,Lme-0035M1-2_S3_R1_001,Lme-0042M1-2_S4_R1_001,Lme-0043M1-2_S5_R1_001,Lme-0047M1-2_S6_R1_001,Lme-0052M1-1_S7_R1_001,Lme-0063M1-2_S8_R1_001,Lme-0066M1-1_S9_R1_001,Lme-0072M1-2_S10_R1_001,Lme-0078M1-2_S11_R1_001,Lme-0081M1-1_S12_R1_001,PC-0031M1-1_S22_R1_001,PC-0048M1-1_S19_R1_001,PC-0083M1-1_S26_R1_001,PC-0108M1-1_S23_R1_001,PC-0160M1-1_S24_R1_001,PC-0161M1-1_S21_R1_001,PC-0284M1-1_S25_R1_001,PC-0301M1-3_S27_R1_001,PC-0714M1-1_S28_R1_001,PCB-0049M1-1_S20_R1_001,PCB-0234M1-1_S29_R1_001
Hsa-Mir-551-P2_3p chr3 segs:1-29 cds:+:168551912-168551940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-551-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-551-P2_5p* chr3 segs:1-31 cds:+:168551873-168551903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-552_3p,197.0,163.0,175.0,62.0,228.0,1214.0,1223.0,376.0,727.0,210.0,472.0,392.0,218.0,113.0,226.0,1201.0,344.0,983.0,455.0,2111.0,1151.0,502.0,219.0,2282.0,1144.0,456.0,50.0,1363.0,1029.0,99.0,319.0,0.0,613.0,599.0,4.0,222.0,228.0,130.0,7.0,541.0
Hsa-Mir-552_3p chr1 segs:1-30 cds:-:34669607-34669636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-552_5p*,143.0,108.0,109.0,33.0,228.0,1286.0,657.0,267.0,545.0,129.0,214.0,181.0,103.0,80.0,114.0,1027.0,133.0,696.0,263.0,859.0,685.0,235.0,114.0,0.0,864.0,299.0,42.0,495.0,574.0,46.0,97.0,0.0,363.0,261.0,0.0,163.0,102.0,105.0,0.0,355.0
Hsa-Mir-552_5p* chr1 segs:1-30 cds:-:34669644-34669673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-556_3p,11.0,8.0,8.0,7.0,10.0,10.0,12.0,8.0,14.0,6.0,0.0,3.0,4.0,0.0,4.0,0.0,3.0,7.0,4.0,6.0,10.0,31.0,3.0,6.0,24.0,0.0,4.0,5.0,19.0,6.0,9.0,9.0,7.0,15.0,16.0,7.0,9.0,3.0,3.0,9.0
Hsa-Mir-556_3p chr1 segs:1-29 cds:+:162342598-162342626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-556_5p,9.0,7.0,4.0,7.0,7.0,14.0,13.0,0.0,19.0,13.0,5.0,5.0,6.0,0.0,0.0,6.0,8.0,6.0,8.0,10.0,13.0,27.0,0.0,0.0,32.0,5.0,0.0,10.0,7.0,0.0,20.0,9.0,3.0,8.0,17.0,0.0,20.0,7.0,4.0,9.0
Hsa-Mir-556_5p chr1 segs:1-29 cds:+:162342559-162342587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5579_3p chr11 segs:1-30 cds:-:79422163-79422192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p* chr11 segs:1-30 cds:-:79422199-79422228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p*.SNPA chr11 segs:1-30 cds:-:79422199-79422228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p*.SNPC chr11 segs:1-30 cds:-:79422199-79422228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5581_3p,0.0,8.0,0.0,0.0,3.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,6.0,5.0,5.0,3.0,0.0,5.0,4.0,0.0,0.0,4.0,3.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0
Hsa-Mir-5581_3p chr1 segs:1-30 cds:-:37500929-37500958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5581_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5581_5p* chr1 segs:1-30 cds:-:37500966-37500995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5586_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5586_3p* chr14 segs:1-30 cds:-:59646956-59646985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5586_5p,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hsa-Mir-5586_5p chr14 segs:1-30 cds:-:59646994-59647023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-561_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-561_3p* chr2 segs:1-30 cds:+:188297550-188297579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-561_5p,39.0,32.0,6.0,53.0,42.0,88.0,21.0,34.0,70.0,90.0,28.0,29.0,40.0,6.0,83.0,11.0,10.0,26.0,58.0,165.0,75.0,106.0,102.0,88.0,53.0,19.0,92.0,49.0,64.0,10.0,13.0,130.0,118.0,146.0,159.0,59.0,171.0,6.0,14.0,58.0
Hsa-Mir-561_5p chr2 segs:1-30 cds:+:188297515-188297544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5683_3p* chr6 segs:1-29 cds:+:6169380-6169408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5683_5p,0.0,0.0,6.0,8.0,6.0,57.0,10.0,0.0,6.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,16.0,39.0,4.0,6.0,5.0,4.0,9.0,10.0,0.0,20.0,4.0,0.0,45.0,10.0,44.0,70.0,3.0,7.0,102.0,0.0,0.0,0.0,6.0
Hsa-Mir-5683_5p chr6 segs:1-32 cds:+:6169341-6169372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_3p chr5 segs:1-30 cds:-:55508853-55508882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_5p chr5 segs:1-30 cds:-:55508889-55508918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-574_3p,666.0,2089.0,207.0,846.0,1373.0,1920.0,653.0,741.0,1050.0,699.0,1015.0,917.0,1002.0,1198.0,870.0,625.0,1117.0,784.0,2010.0,2441.0,794.0,1577.0,1200.0,916.0,771.0,755.0,1135.0,1342.0,768.0,421.0,1719.0,963.0,726.0,1240.0,547.0,872.0,982.0,592.0,1333.0,981.0
Hsa-Mir-574_3p chr4 segs:1-30 cds:+:38868090-38868119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-574_5p*,105.0,341.0,48.0,121.0,193.0,230.0,88.0,124.0,344.0,62.0,141.0,211.0,107.0,144.0,89.0,47.0,111.0,89.0,198.0,252.0,75.0,240.0,137.0,133.0,103.0,132.0,106.0,163.0,113.0,61.0,197.0,102.0,107.0,166.0,115.0,90.0,194.0,158.0,226.0,114.0
Hsa-Mir-574_5p* chr4 segs:1-32 cds:+:38868054-38868085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-576_3p*,7.0,32.0,4.0,15.0,90.0,31.0,34.0,21.0,30.0,9.0,20.0,14.0,25.0,20.0,31.0,26.0,52.0,27.0,39.0,49.0,54.0,53.0,21.0,74.0,31.0,17.0,32.0,37.0,35.0,9.0,25.0,16.0,11.0,53.0,55.0,16.0,11.0,24.0,15.0,14.0
Hsa-Mir-576_3p* chr4 segs:1-31 cds:+:109488750-109488780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-576_5p,35.0,94.0,31.0,129.0,189.0,146.0,91.0,75.0,139.0,66.0,54.0,20.0,46.0,27.0,43.0,44.0,65.0,78.0,88.0,120.0,112.0,98.0,66.0,48.0,102.0,29.0,73.0,117.0,66.0,42.0,32.0,51.0,54.0,123.0,198.0,87.0,91.0,51.0,47.0,52.0
Hsa-Mir-576_5p chr4 segs:1-31 cds:+:109488711-109488741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-577_3p*,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0
Hsa-Mir-577_3p* chr4 segs:1-30 cds:+:114656808-114656837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-577_5p,455.0,1589.0,101.0,641.0,4213.0,1939.0,1177.0,1095.0,1879.0,298.0,214.0,488.0,364.0,155.0,834.0,1104.0,1396.0,1044.0,1331.0,997.0,2212.0,3218.0,455.0,53.0,1884.0,599.0,250.0,1636.0,1298.0,673.0,304.0,433.0,351.0,1681.0,1581.0,566.0,782.0,1210.0,183.0,3007.0
Hsa-Mir-577_5p chr4 segs:1-30 cds:+:114656771-114656800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_3p*,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0
Hsa-Mir-579_3p* chr5 segs:1-31 cds:-:32394386-32394416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_5p,0.0,3.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
Hsa-Mir-579_5p chr5 segs:1-31 cds:-:32394423-32394453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_3p,8.0,8.0,0.0,19.0,25.0,24.0,20.0,21.0,28.0,13.0,17.0,3.0,14.0,5.0,8.0,6.0,4.0,18.0,11.0,25.0,19.0,18.0,11.0,16.0,26.0,0.0,17.0,26.0,14.0,8.0,16.0,6.0,8.0,21.0,14.0,12.0,12.0,6.0,5.0,8.0
Hsa-Mir-580_3p chr5 segs:1-30 cds:-:36147901-36147930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_5p*,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_5p* chr5 segs:1-30 cds:-:36147940-36147969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-582_3p,184.0,241.0,59.0,254.0,396.0,523.0,438.0,139.0,73.0,148.0,167.0,35.0,86.0,10.0,244.0,36.0,49.0,98.0,204.0,560.0,137.0,225.0,177.0,271.0,66.0,40.0,410.0,159.0,158.0,412.0,170.0,133.0,183.0,558.0,6169.0,98.0,793.0,204.0,141.0,217.0
Hsa-Mir-582_3p chr5 segs:1-31 cds:-:59703623-59703653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-582_5p*,81.0,156.0,13.0,146.0,153.0,320.0,203.0,80.0,49.0,107.0,63.0,31.0,75.0,33.0,227.0,20.0,41.0,88.0,175.0,428.0,116.0,220.0,245.0,153.0,87.0,24.0,436.0,109.0,141.0,86.0,66.0,45.0,73.0,308.0,1611.0,50.0,409.0,58.0,62.0,120.0
Hsa-Mir-582_5p* chr5 segs:1-31 cds:-:59703660-59703690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_3p*,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,7.0,0.0,4.0,0.0,9.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_3p* chr5 segs:1-29 cds:-:149062327-149062355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_5p,592.0,391.0,56.0,114.0,142.0,672.0,322.0,161.0,545.0,216.0,235.0,1262.0,354.0,172.0,244.0,1243.0,86.0,476.0,427.0,476.0,507.0,1453.0,141.0,63.0,1422.0,285.0,94.0,212.0,480.0,104.0,319.0,75.0,275.0,551.0,344.0,614.0,108.0,140.0,141.0,162.0
Hsa-Mir-584_5p chr5 segs:1-29 cds:-:149062368-149062396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_3p,7.0,5.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,23.0,10.0,0.0,0.0,4.0,14.0,28.0,8.0,0.0,18.0,13.0,0.0,0.0,20.0,8.0,0.0,6.0,0.0,7.0,11.0,0.0,5.0,6.0,0.0,0.0,5.0,0.0
Hsa-Mir-585_3p chr5 segs:1-30 cds:-:169263607-169263636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p* chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPA chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPC chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-589_3p*,10.0,35.0,7.0,32.0,45.0,37.0,25.0,39.0,56.0,8.0,24.0,27.0,19.0,20.0,20.0,46.0,67.0,27.0,30.0,29.0,28.0,25.0,29.0,9.0,50.0,0.0,33.0,28.0,19.0,19.0,13.0,19.0,21.0,29.0,23.0,19.0,24.0,21.0,15.0,12.0
