miRNA,P3,P30,P31,P32,P35,P36,P37,P38,P39,P4,P40,P5,P7,P8,P9,PN1,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6
Hsa-Mir-5687_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-5687_5p chr5 segs:1-30 cds:-:55508889-55508918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-574_3p,767.0,1737.0,512.0,1147.0,1646.0,697.0,1273.0,1063.0,558.0,579.0,304.0,674.0,2184.0,96.0,548.0,2018.0,2432.0,972.0,573.0,2447.0,1768.0,678.0,673.0,1375.0,1287.0,313.0,1581.0,1123.0,344.0,1747.0,360.0,817.0,660.0,1105.0,2092.0,780.0,1304.0
Hsa-Mir-574_3p chr4 segs:1-30 cds:+:38868090-38868119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-574_5p*,271.0,687.0,285.0,568.0,481.0,701.0,428.0,636.0,332.0,232.0,183.0,328.0,908.0,56.0,492.0,504.0,784.0,266.0,412.0,557.0,743.0,295.0,241.0,369.0,412.0,178.0,491.0,460.0,255.0,662.0,287.0,934.0,341.0,577.0,505.0,300.0,512.0
Hsa-Mir-574_5p* chr4 segs:1-32 cds:+:38868054-38868085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-576_3p*,12.0,54.0,7.0,17.0,24.0,0.0,6.0,11.0,4.0,7.0,7.0,19.0,23.0,2.0,19.0,31.0,23.0,18.0,18.0,44.0,13.0,0.0,0.0,2.0,11.0,17.0,15.0,22.0,2.0,16.0,9.0,19.0,9.0,16.0,12.0,24.0,8.0
Hsa-Mir-576_3p* chr4 segs:1-31 cds:+:109488750-109488780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-576_5p,31.0,222.0,8.0,51.0,106.0,8.0,26.0,44.0,28.0,29.0,22.0,94.0,83.0,37.0,73.0,117.0,107.0,45.0,31.0,124.0,106.0,35.0,31.0,37.0,36.0,26.0,71.0,76.0,9.0,100.0,15.0,32.0,26.0,89.0,72.0,66.0,64.0
Hsa-Mir-576_5p chr4 segs:1-31 cds:+:109488711-109488741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-577_3p*,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0
Hsa-Mir-577_3p* chr4 segs:1-30 cds:+:114656808-114656837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-577_5p,240.0,533.0,339.0,212.0,1552.0,1264.0,417.0,382.0,365.0,672.0,356.0,552.0,948.0,4407.0,854.0,1703.0,2240.0,425.0,427.0,1205.0,1573.0,233.0,207.0,317.0,270.0,260.0,386.0,744.0,612.0,785.0,799.0,752.0,672.0,843.0,651.0,676.0,690.0
Hsa-Mir-577_5p chr4 segs:1-30 cds:+:114656771-114656800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Hsa-Mir-579_3p* chr5 segs:1-31 cds:-:32394386-32394416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-579_5p,0.0,7.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0
Hsa-Mir-579_5p chr5 segs:1-31 cds:-:32394423-32394453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_3p,14.0,28.0,3.0,14.0,20.0,0.0,10.0,0.0,0.0,8.0,9.0,11.0,15.0,0.0,12.0,26.0,15.0,8.0,11.0,9.0,13.0,10.0,0.0,5.0,6.0,0.0,9.0,10.0,4.0,14.0,0.0,12.0,6.0,11.0,6.0,0.0,9.0
Hsa-Mir-580_3p chr5 segs:1-30 cds:-:36147901-36147930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-580_5p* chr5 segs:1-30 cds:-:36147940-36147969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-582_3p,188.0,12.0,132.0,98.0,2041.0,148.0,55.0,405.0,124.0,67.0,95.0,304.0,652.0,244.0,246.0,213.0,181.0,128.0,225.0,345.0,232.0,163.0,341.0,310.0,412.0,102.0,438.0,86.0,73.0,194.0,76.0,202.0,66.0,163.0,164.0,133.0,103.0
Hsa-Mir-582_3p chr5 segs:1-31 cds:-:59703623-59703653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-582_5p*,106.0,58.0,37.0,45.0,566.0,31.0,17.0,119.0,40.0,42.0,39.0,73.0,253.0,25.0,56.0,201.0,228.0,70.0,48.0,235.0,188.0,83.0,143.0,261.0,207.0,40.0,279.0,123.0,19.0,78.0,31.0,24.0,27.0,80.0,181.0,72.0,123.0
Hsa-Mir-582_5p* chr5 segs:1-31 cds:-:59703660-59703690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_3p*,0.0,0.0,0.0,5.0,14.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_3p* chr5 segs:1-29 cds:-:149062327-149062355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-584_5p,226.0,113.0,196.0,444.0,2257.0,1434.0,184.0,765.0,38.0,354.0,376.0,88.0,927.0,23.0,724.0,78.0,108.0,70.0,69.0,203.0,119.0,119.0,101.0,34.0,72.0,75.0,82.0,58.0,36.0,52.0,16.0,67.0,55.0,147.0,76.0,66.0,51.0
Hsa-Mir-584_5p chr5 segs:1-29 cds:-:149062368-149062396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_3p,0.0,8.0,0.0,8.0,0.0,11.0,3.0,0.0,4.0,11.0,4.0,0.0,20.0,5.0,0.0,9.0,7.0,0.0,0.0,21.0,5.0,0.0,8.0,18.0,11.0,11.0,7.0,26.0,0.0,0.0,4.0,13.0,0.0,0.0,37.0,0.0,7.0
Hsa-Mir-585_3p chr5 segs:1-30 cds:-:169263607-169263636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
Hsa-Mir-585_5p* chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPA chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPC chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-589_3p*,13.0,35.0,8.0,21.0,31.0,0.0,19.0,10.0,14.0,22.0,0.0,8.0,65.0,4.0,24.0,20.0,23.0,20.0,20.0,38.0,27.0,9.0,15.0,10.0,20.0,8.0,17.0,22.0,0.0,19.0,3.0,25.0,7.0,28.0,14.0,21.0,12.0
Hsa-Mir-589_3p* chr7 segs:1-32 cds:-:5495828-5495859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-589_5p,141.0,449.0,133.0,198.0,218.0,97.0,251.0,164.0,181.0,135.0,103.0,119.0,343.0,342.0,96.0,193.0,105.0,144.0,165.0,262.0,407.0,79.0,76.0,101.0,125.0,86.0,151.0,142.0,79.0,231.0,129.0,297.0,127.0,244.0,100.0,81.0,124.0
Hsa-Mir-589_5p chr7 segs:1-31 cds:-:5495866-5495896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p,129.0,216.0,30.0,80.0,114.0,16.0,51.0,70.0,46.0,91.0,16.0,99.0,245.0,29.0,140.0,101.0,194.0,94.0,32.0,242.0,217.0,59.0,38.0,80.0,72.0,41.0,123.0,145.0,24.0,127.0,28.0,48.0,40.0,112.0,163.0,72.0,116.0
Hsa-Mir-590_3p chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p.SNPA chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p.SNPC chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*,5.0,13.0,0.0,4.0,6.0,0.0,2.0,0.0,3.0,5.0,0.0,6.0,4.0,0.0,6.0,9.0,14.0,6.0,2.0,14.0,6.0,2.0,2.0,5.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0
Hsa-Mir-590_5p* chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*.SNPA chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*.SNPC chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-592_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-592_3p* chr7 segs:1-30 cds:-:127058103-127058132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-592_5p,359.0,1613.0,112.0,248.0,30.0,125.0,29.0,548.0,3.0,1018.0,134.0,223.0,268.0,19.0,1406.0,79.0,174.0,76.0,88.0,119.0,66.0,64.0,79.0,38.0,85.0,20.0,81.0,205.0,28.0,123.0,44.0,211.0,12.0,38.0,81.0,29.0,46.0
Hsa-Mir-592_5p chr7 segs:1-30 cds:-:127058142-127058171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_3p,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_3p chr8 segs:1-30 cds:+:9741725-9741754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p* chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*.SNPA chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*.SNPC chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-598_3p,106.0,56.0,11.0,108.0,73.0,12.0,21.0,91.0,21.0,28.0,39.0,140.0,72.0,23.0,63.0,148.0,159.0,167.0,79.0,322.0,99.0,165.0,225.0,96.0,167.0,71.0,103.0,197.0,13.0,214.0,41.0,138.0,83.0,116.0,165.0,106.0,102.0
Hsa-Mir-598_3p chr8 segs:1-30 cds:-:11035215-11035244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-598_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-598_5p* chr8 segs:1-31 cds:-:11035251-11035281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-599_3p*,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-599_3p* chr8 segs:1-29 cds:-:99536643-99536671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-599_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-599_5p chr8 segs:1-30 cds:-:99536680-99536709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605-v1_3p chr10 segs:1-30 cds:+:51299621-51299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605-v1_5p* chr10 segs:1-30 cds:+:51299586-51299615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_3p chr10 segs:1-30 cds:+:51299622-51299651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_5p*,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_5p* chr10 segs:1-30 cds:+:51299585-51299614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_5p*.SNPA chr10 segs:1-30 cds:+:51299585-51299614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_5p*.SNPC chr10 segs:1-30 cds:+:51299585-51299614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605_3p,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-605_5p*,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
Hsa-Mir-615_3p,44.0,0.0,8.0,0.0,205.0,158.0,72.0,7.0,49.0,52.0,0.0,16.0,49.0,114.0,0.0,70.0,35.0,0.0,17.0,0.0,49.0,4.0,0.0,3.0,5.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,43.0,13.0,27.0,0.0
Hsa-Mir-615_3p chr12 segs:1-29 cds:+:54034008-54034036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-615_5p*,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
