miRNA,M6_2,M7,M9,MN1,MN12_1,MN12_2,MN15,MN16,MN18,MN19,MN21,MN28,MN32,MN34,MN5,MN6,P1,P10,P12,P13,P14,P15_1,P15_2,P16,P18,P19,P20,P22,P23,P24,P25,P26,P27,P28,P29
Hsa-Mir-605_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0
Hsa-Mir-605_5p*,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
Hsa-Mir-615_3p,0.0,16.0,17.0,5.0,0.0,4.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,22.0,0.0,0.0,7.0,2.0,17.0,0.0,0.0,0.0,6.0,6.0,0.0,252.0,21.0,342.0,8.0,106.0,0.0
Hsa-Mir-615_3p chr12 segs:1-29 cds:+:54034008-54034036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-615_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,37.0,0.0,0.0,0.0
Hsa-Mir-615_5p* chr12 segs:1-30 cds:+:54033965-54033994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-616_3p*,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
Hsa-Mir-616_3p* chr12 segs:1-31 cds:-:57519177-57519207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-616_5p,13.0,11.0,13.0,14.0,10.0,4.0,16.0,5.0,31.0,28.0,28.0,43.0,12.0,29.0,15.0,10.0,12.0,15.0,10.0,11.0,10.0,7.0,3.0,0.0,6.0,9.0,4.0,6.0,12.0,19.0,11.0,7.0,20.0,12.0,9.0
Hsa-Mir-616_5p chr12 segs:1-32 cds:-:57519215-57519246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_3p*,2.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,10.0,9.0,8.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0
Hsa-Mir-624_3p* chr14 segs:1-30 cds:-:31014664-31014693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p,0.0,8.0,0.0,3.0,18.0,3.0,0.0,5.0,10.0,0.0,4.0,3.0,0.0,4.0,5.0,5.0,5.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,8.0,3.0,12.0,0.0,2.0
Hsa-Mir-624_5p chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPA chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPB chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPC chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPD chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-628_3p,20.0,13.0,7.0,49.0,36.0,27.0,31.0,30.0,27.0,27.0,31.0,32.0,15.0,20.0,48.0,14.0,31.0,24.0,7.0,19.0,17.0,7.0,8.0,6.0,13.0,16.0,18.0,8.0,24.0,12.0,10.0,22.0,16.0,23.0,23.0
Hsa-Mir-628_3p chr15 segs:1-31 cds:-:55372946-55372976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-628_5p,38.0,35.0,7.0,138.0,45.0,33.0,60.0,58.0,107.0,59.0,84.0,129.0,75.0,49.0,90.0,36.0,45.0,26.0,13.0,17.0,14.0,23.0,30.0,23.0,32.0,31.0,14.0,39.0,70.0,21.0,22.0,23.0,42.0,26.0,36.0
Hsa-Mir-628_5p chr15 segs:1-30 cds:-:55372985-55373014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,8.0,18.0,9.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,4.0,0.0,2.0,3.0,8.0,6.0,0.0
Hsa-Mir-629_3p* chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPA chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPB chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPC chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPD chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPE chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_5p,101.0,64.0,36.0,32.0,26.0,15.0,8.0,24.0,36.0,35.0,35.0,28.0,40.0,34.0,36.0,9.0,147.0,104.0,74.0,112.0,127.0,88.0,68.0,40.0,37.0,201.0,24.0,86.0,68.0,269.0,84.0,92.0,237.0,61.0,130.0
Hsa-Mir-629_5p chr15 segs:1-30 cds:-:70079420-70079449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642-as_3p* chr19 segs:1-30 cds:-:45674935-45674964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642-as_5p chr19 segs:1-30 cds:-:45674970-45674999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642_3p chr19 segs:1-30 cds:+:45674976-45675005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642_3p/642-as_3p*,0.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,10.0,0.0,0.0,0.0
Hsa-Mir-642_5p,3.0,0.0,0.0,9.0,2.0,7.0,0.0,6.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,10.0,0.0,8.0,4.0,0.0,2.0
Hsa-Mir-642_5p chr19 segs:1-30 cds:+:45674941-45674970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-651_3p* chrX segs:1-30 cds:+:8127016-8127045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-651_5p,32.0,17.0,68.0,20.0,75.0,37.0,24.0,22.0,45.0,28.0,27.0,27.0,15.0,20.0,36.0,14.0,41.0,67.0,14.0,26.0,46.0,21.0,9.0,29.0,21.0,43.0,25.0,17.0,46.0,36.0,29.0,92.0,114.0,42.0,19.0
Hsa-Mir-651_5p chrX segs:1-30 cds:+:8126978-8127007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6529_3p* chr3 segs:1-30 cds:-:120084569-120084598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6529_5p chr3 segs:1-29 cds:-:120084609-120084637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-652_3p,685.0,631.0,333.0,1205.0,206.0,657.0,81.0,283.0,286.0,313.0,281.0,282.0,421.0,105.0,178.0,115.0,1208.0,461.0,204.0,585.0,573.0,1107.0,105.0,283.0,255.0,731.0,580.0,385.0,735.0,961.0,317.0,429.0,365.0,451.0,369.0
Hsa-Mir-652_3p chrX segs:1-29 cds:+:110055387-110055415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-652_5p*,53.0,71.0,44.0,51.0,10.0,14.0,5.0,5.0,7.0,7.0,9.0,3.0,23.0,5.0,11.0,6.0,113.0,29.0,24.0,64.0,41.0,50.0,10.0,16.0,27.0,55.0,17.0,14.0,52.0,84.0,14.0,31.0,31.0,23.0,14.0
Hsa-Mir-652_5p* chrX segs:1-32 cds:+:110055346-110055377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-653_3p*,0.0,0.0,0.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,7.0,0.0,7.0
Hsa-Mir-653_3p* chr7 segs:1-30 cds:-:93482778-93482807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-653_5p,49.0,12.0,8.0,107.0,37.0,86.0,10.0,5.0,14.0,39.0,38.0,16.0,53.0,16.0,42.0,15.0,12.0,63.0,35.0,36.0,16.0,4.0,20.0,5.0,8.0,7.0,11.0,13.0,18.0,28.0,64.0,14.0,70.0,51.0,33.0
Hsa-Mir-653_5p chr7 segs:1-30 cds:-:93482813-93482842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-670_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-670_3p chr11 segs:1-33 cds:+:43559712-43559744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-670_5p* chr11 segs:1-32 cds:+:43559673-43559704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_3p,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_3p chr10 segs:1-29 cds:+:112299658-112299686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p* chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPA chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPB chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPC chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-671_3p,124.0,62.0,126.0,128.0,103.0,104.0,44.0,91.0,104.0,143.0,61.0,125.0,94.0,148.0,112.0,40.0,126.0,764.0,113.0,97.0,234.0,126.0,119.0,33.0,40.0,140.0,107.0,126.0,204.0,164.0,162.0,226.0,109.0,159.0,152.0
Hsa-Mir-671_3p chr7 segs:1-29 cds:+:151238486-151238514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-671_5p,99.0,19.0,38.0,26.0,20.0,14.0,14.0,21.0,12.0,29.0,15.0,23.0,15.0,16.0,17.0,10.0,106.0,111.0,57.0,50.0,100.0,54.0,21.0,29.0,41.0,64.0,26.0,27.0,71.0,38.0,41.0,43.0,60.0,99.0,32.0
Hsa-Mir-671_5p chr7 segs:1-32 cds:+:151238447-151238478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-675_3p,0.0,13.0,0.0,6.0,90.0,0.0,122.0,35.0,55.0,27.0,37.0,29.0,2.0,26.0,44.0,51.0,0.0,0.0,0.0,0.0,5.0,112.0,4.0,0.0,9.0,0.0,7.0,2.0,6.0,31.0,0.0,0.0,0.0,42.0,5.0
Hsa-Mir-675_3p chr11 segs:1-30 cds:-:1996760-1996789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-675_5p*,6.0,7.0,0.0,0.0,36.0,0.0,18.0,7.0,15.0,21.0,4.0,17.0,0.0,17.0,9.0,0.0,0.0,0.0,6.0,0.0,7.0,94.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,28.0,0.0,0.0,7.0,28.0,16.0
Hsa-Mir-675_5p* chr11 segs:1-31 cds:-:1996794-1996824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-676_3p,9.0,0.0,0.0,6.0,12.0,17.0,0.0,13.0,10.0,6.0,7.0,0.0,5.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,5.0,7.0,5.0
Hsa-Mir-676_3p chrX segs:1-29 cds:+:70022897-70022925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-676_5p*,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-676_5p* chrX segs:1-29 cds:+:70022862-70022890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_3p*,57.0,32.0,34.0,49.0,48.0,26.0,26.0,19.0,39.0,23.0,34.0,33.0,22.0,24.0,52.0,32.0,88.0,134.0,161.0,132.0,55.0,31.0,47.0,30.0,59.0,91.0,10.0,59.0,105.0,39.0,41.0,42.0,90.0,22.0,88.0
Hsa-Mir-7-P1_3p* chr9 segs:1-30 cds:-:83969765-83969794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_5p chr9 segs:1-32 cds:-:83969805-83969836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P1_5p/P2_5p/P3_5p,259.0,17.0,197.0,10.0,46.0,7.0,13.0,4.0,23.0,6.0,14.0,10.0,8.0,6.0,16.0,3.0,1324.0,4123.0,1016.0,142.0,1040.0,353.0,400.0,19.0,159.0,357.0,97.0,222.0,335.0,261.0,124.0,285.0,477.0,49.0,1786.0
Hsa-Mir-7-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P2_3p* chr15 segs:1-30 cds:+:88611894-88611923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P2_5p chr15 segs:1-32 cds:+:88611854-88611885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P3_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-7-P3_3p* chr19 segs:1-30 cds:+:4770736-4770765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
