miRNA,115N_RPI22_CGTACG_S50_L006_R1_001,115T_RPI33_CAGGCG_S49_L006_R1_001,138N3_RPI23_GAGTGG_S52_L006_R1_001,154N3_RPI24_GGTAGC_S54_L006_R1_001,189b_RPI36_CCAACA_S53_L006_R1_001,COMET-0003M1-1_RPI25_ACTGAT_S31_L006_R1_001,COMET-0003NLi1_RPI13_AGTCAA_S32_L006_R1_001,COMET-0011M1-1_RPI26_ATGAGC_S33_L006_R1_001,COMET-0011NLi_RPI14_AGTTCC_S34_L006_R1_001,COMET-0014M1-1_RPI27_ATTCCT_S35_L006_R1_001,COMET-0014NLi1_RPI15_ATGTCA_S36_L006_R1_001,COMET-0016M1-1_RPI28_CAAAAG_S37_L006_R1_001,COMET-0016NLi1_RPI16_CCGTCC_S38_L006_R1_001,COMET-0026M1-1_RPI29_CAACTA_S39_L006_R1_001,COMET-0026NLi1_RPI17_GTAGAG_S40_L006_R1_001,COMET-0027M3-1_RPI30_CACCGG_S41_L006_R1_001,COMET-0027NLi1_RPI18_GTCCGC_S42_L006_R1_001,COMET-0028M1-1_RPI31_CACGAT_S43_L006_R1_001,COMET-0028NLi1_RPI19_GTGAAA_S44_L006_R1_001,COMET-0035M1-1_RPI32_CACTCA_S45_L006_R1_001,COMET-0035NLi1_RPI20_GTGGCC_S46_L006_R1_001,COMET-0059M1-1_RPI34_CATGGC_S47_L006_R1_001,COMET-0059NLi1_RPI21_GTTTCG_S48_L006_R1_001,GCF0196-0001Me_RPI1__ATCACG__S1_R1_001,GCF0196-0002Me_RPI2__CGATGT__S4_R1_001,GCF0196-0004Me_RPI6__GCCAAT__S16_R1_001,GCF0196-000PC1_RPI18__GTCCGC__S6_R1_001,GCF0196-000PC4_RPI19__GTGAAA__S9_R1_001,GCF0196-001NLU_RPI8__ACTTGA__S22_R1_001,GCF0196-0020Me_RPI7__CAGATC__S19_R1_001,GCF0196-0029Me_RPI3__TTAGGC__S7_R1_001,GCF0196-002NLU_RPI9__GATCAG__S2_R1_001,GCF0196-004NLU_RPI13__AGTCAA__S14_R1_001,GCF0196-0056Me_RPI4__TGACCA__S10_R1_001,GCF0196-00PC83_RPI15__ATGTCA__S20_R1_001,GCF0196-020NLU_RPI14__AGTTCC__S17_R1_001,GCF0196-029NLU_RPI10__TAGCTT__S5_R1_001,GCF0196-056NLU_RPI11__GGCTAC__S8_R1_001,GCF0196-0701Me_RPI5__ACAGTG__S13_R1_001,GCF0196-0PC031_RPI20__GTGGCC__S12_R1_001,GCF0196-0PC084_RPI21__GTTTCG__S15_R1_001,GCF0196-0PC095_RPI22__CGTACG__S18_R1_001,GCF0196-0PC104_RPI16__CCGTCC__S23_R1_001,GCF0196-0PC137_RPI24__GGTAGC__S24_R1_001,GCF0196-0PC146_RPI17__GTAGAG__S3_R1_001,GCF0196-701NLU_RPI12__CTTGTA__S11_R1_001,GCF0196-PCB752_RPI23__GAGTGG__S21_R1_001,LARC-EX_138T_RPI35_CATTTT_S51_L006_R1_001
Hsa-Mir-624_5p,0.0,8.0,7.0,0.0,7.0,24.0,0.0,0.0,9.0,0.0,2.0,2.0,5.0,4.0,0.0,5.0,0.0,0.0,5.0,4.0,5.0,6.0,2.0,2.0,5.0,4.0,4.0,8.0,0.0,3.0,4.0,0.0,25.0,15.0,0.0,20.0,9.0,22.0,2.0,4.0,12.0,4.0,3.0,0.0,7.0,6.0,0.0,13.0
Hsa-Mir-624_5p chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPA chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPB chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPC chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPD chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-628_3p,27.0,30.0,35.0,68.0,29.0,67.0,19.0,9.0,28.0,9.0,6.0,2.0,15.0,19.0,7.0,45.0,13.0,21.0,24.0,15.0,9.0,15.0,7.0,44.0,15.0,31.0,32.0,72.0,9.0,47.0,49.0,20.0,99.0,38.0,60.0,72.0,66.0,78.0,40.0,39.0,23.0,28.0,35.0,20.0,34.0,66.0,11.0,23.0
Hsa-Mir-628_3p chr15 segs:1-31 cds:-:55372946-55372976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-628_5p,14.0,43.0,25.0,44.0,75.0,143.0,19.0,27.0,69.0,7.0,19.0,3.0,16.0,42.0,14.0,87.0,16.0,30.0,26.0,41.0,27.0,29.0,22.0,15.0,23.0,47.0,37.0,85.0,8.0,52.0,75.0,13.0,177.0,47.0,137.0,144.0,122.0,133.0,73.0,56.0,40.0,65.0,36.0,21.0,33.0,106.0,35.0,31.0
Hsa-Mir-628_5p chr15 segs:1-30 cds:-:55372985-55373014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*,24.0,23.0,32.0,9.0,7.0,21.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,14.0,0.0,4.0,0.0,15.0,0.0,21.0,0.0,15.0,0.0,21.0,14.0,8.0,3.0,21.0,0.0,11.0,26.0,0.0,5.0,31.0,11.0,7.0,4.0,5.0,20.0,8.0,0.0,23.0,5.0,16.0,7.0,8.0,0.0,10.0
Hsa-Mir-629_3p* chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPA chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPB chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPC chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPD chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_3p*.SNPE chr15 segs:1-30 cds:-:70079381-70079410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-629_5p,53.0,70.0,105.0,88.0,56.0,98.0,13.0,14.0,21.0,47.0,5.0,82.0,8.0,70.0,0.0,78.0,4.0,52.0,9.0,117.0,15.0,98.0,5.0,164.0,175.0,130.0,75.0,177.0,11.0,102.0,153.0,38.0,145.0,347.0,91.0,98.0,67.0,99.0,284.0,231.0,122.0,122.0,109.0,64.0,90.0,137.0,57.0,85.0
Hsa-Mir-629_5p chr15 segs:1-30 cds:-:70079420-70079449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642-as_3p* chr19 segs:1-30 cds:-:45674935-45674964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642-as_5p chr19 segs:1-30 cds:-:45674970-45674999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642_3p chr19 segs:1-30 cds:+:45674976-45675005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-642_3p/642-as_3p*,4.0,10.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,11.0,0.0,7.0,3.0,0.0,13.0,11.0,4.0,5.0,4.0,0.0,9.0,11.0,0.0,15.0,3.0,0.0,6.0,0.0,0.0,0.0
Hsa-Mir-642_5p,4.0,20.0,27.0,31.0,6.0,14.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,23.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,2.0,6.0,0.0,13.0,19.0,4.0,8.0,5.0,14.0,17.0,20.0,6.0,13.0,5.0,8.0,16.0,7.0,8.0,12.0,7.0,0.0,9.0,9.0,0.0,4.0
Hsa-Mir-642_5p chr19 segs:1-30 cds:+:45674941-45674970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-651_3p* chrX segs:1-30 cds:+:8127016-8127045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-651_5p,18.0,29.0,35.0,38.0,17.0,106.0,9.0,14.0,40.0,0.0,0.0,14.0,7.0,49.0,3.0,51.0,3.0,54.0,0.0,79.0,59.0,44.0,12.0,20.0,55.0,159.0,18.0,371.0,4.0,99.0,188.0,8.0,95.0,232.0,117.0,88.0,81.0,102.0,199.0,78.0,83.0,70.0,52.0,50.0,54.0,116.0,48.0,42.0
Hsa-Mir-651_5p chrX segs:1-30 cds:+:8126978-8127007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6529_3p* chr3 segs:1-30 cds:-:120084569-120084598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6529_5p chr3 segs:1-29 cds:-:120084609-120084637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-652_3p,638.0,440.0,1093.0,860.0,353.0,1279.0,90.0,72.0,114.0,397.0,31.0,159.0,31.0,641.0,47.0,827.0,40.0,566.0,50.0,1375.0,70.0,413.0,38.0,1571.0,509.0,1056.0,499.0,1404.0,242.0,1042.0,1574.0,700.0,2985.0,2105.0,672.0,2367.0,1779.0,2694.0,1847.0,552.0,788.0,861.0,614.0,239.0,898.0,1916.0,202.0,784.0
Hsa-Mir-652_3p chrX segs:1-29 cds:+:110055387-110055415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-652_5p*,15.0,56.0,21.0,52.0,43.0,116.0,4.0,14.0,6.0,17.0,0.0,8.0,0.0,91.0,0.0,53.0,3.0,46.0,0.0,141.0,6.0,36.0,2.0,17.0,41.0,155.0,21.0,129.0,0.0,104.0,159.0,10.0,126.0,243.0,73.0,114.0,99.0,78.0,205.0,65.0,39.0,34.0,44.0,13.0,49.0,102.0,7.0,32.0
Hsa-Mir-652_5p* chrX segs:1-32 cds:+:110055346-110055377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-653_3p*,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,13.0,0.0,8.0,16.0,0.0,8.0,7.0,11.0,13.0,10.0,11.0,14.0,2.0,10.0,4.0,9.0,0.0,0.0,23.0,0.0,0.0
Hsa-Mir-653_3p* chr7 segs:1-30 cds:-:93482778-93482807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-653_5p,14.0,17.0,17.0,24.0,6.0,113.0,11.0,18.0,37.0,3.0,0.0,0.0,10.0,8.0,0.0,101.0,15.0,93.0,12.0,16.0,11.0,12.0,6.0,8.0,39.0,70.0,59.0,191.0,7.0,54.0,184.0,27.0,119.0,77.0,103.0,147.0,235.0,211.0,182.0,133.0,98.0,99.0,283.0,18.0,19.0,415.0,20.0,0.0
Hsa-Mir-653_5p chr7 segs:1-30 cds:-:93482813-93482842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-670_3p,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,5.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0
Hsa-Mir-670_3p chr11 segs:1-33 cds:+:43559712-43559744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-670_5p* chr11 segs:1-32 cds:+:43559673-43559704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_3p chr10 segs:1-29 cds:+:112299658-112299686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p* chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPA chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPB chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-6715_5p*.SNPC chr10 segs:1-29 cds:+:112299622-112299650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-671_3p,40.0,142.0,107.0,67.0,235.0,412.0,117.0,141.0,92.0,102.0,71.0,150.0,58.0,201.0,35.0,157.0,41.0,167.0,72.0,210.0,19.0,158.0,36.0,163.0,122.0,313.0,310.0,309.0,59.0,266.0,255.0,80.0,231.0,170.0,429.0,304.0,255.0,246.0,261.0,296.0,260.0,244.0,376.0,277.0,178.0,214.0,713.0,128.0
Hsa-Mir-671_3p chr7 segs:1-29 cds:+:151238486-151238514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-671_5p,30.0,68.0,68.0,68.0,67.0,174.0,9.0,14.0,17.0,27.0,0.0,31.0,10.0,42.0,0.0,68.0,0.0,63.0,0.0,104.0,8.0,47.0,4.0,151.0,49.0,120.0,63.0,140.0,12.0,127.0,164.0,17.0,63.0,111.0,120.0,53.0,61.0,87.0,113.0,122.0,80.0,70.0,101.0,38.0,113.0,57.0,36.0,86.0
Hsa-Mir-671_5p chr7 segs:1-32 cds:+:151238447-151238478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-675_3p,0.0,0.0,0.0,9.0,0.0,143.0,75.0,0.0,76.0,9.0,10.0,12.0,28.0,8.0,15.0,581.0,53.0,8.0,38.0,367.0,55.0,0.0,18.0,77.0,22.0,184.0,8.0,25.0,0.0,12.0,0.0,5.0,12.0,101.0,833.0,18.0,27.0,16.0,5.0,59.0,46.0,119.0,14.0,154.0,6.0,10.0,103.0,5.0
Hsa-Mir-675_3p chr11 segs:1-30 cds:-:1996760-1996789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-675_5p*,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,174.0,16.0,0.0,0.0,88.0,9.0,0.0,4.0,12.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,147.0,0.0,0.0,0.0,0.0,17.0,6.0,19.0,9.0,12.0,0.0,0.0,31.0,0.0
